,0,1
1806,41,515
1808,41,308
1809,41,488
1810,41,600
1814,41,615
1816,41,325
1817,41,478
1820,41,636
1823,41,603
1825,41,167
1826,41,127
1828,41,618
1829,41,591
1831,41,628
1832,41,551
1833,41,228
1834,41,637
1838,41,633
1839,41,580
1841,41,650
1842,41,639
1845,41,565
1846,41,640
1848,41,435
1849,41,643
1850,41,493
1853,41,642
1854,41,641
1855,41,645
1857,41,646
1858,41,45
1860,41,649
1861,41,648
1865,41,320
1873,41,561
1879,41,652
1880,41,644
1882,41,653
1884,41,701
1885,41,698
1886,41,694
1887,41,690
1888,41,663
1890,41,662
1891,41,660
1892,41,655
1893,41,654
1895,41,233
1906,41,564
1916,41,661
1920,41,672
1926,41,666
1946,41,686
1947,41,688
1948,41,685
1949,41,681
1951,41,679
1952,41,678
1953,41,673
1954,41,671
1955,41,670
1956,41,667
1957,41,668
1959,41,691
1960,41,697
1962,41,696
1964,41,316
1966,41,699
1967,41,647
1968,41,146
1970,41,689
1972,41,677
1977,41,664
1978,41,659
1979,41,683
1981,41,680
1983,41,903
1985,41,682
1989,41,634
1990,41,657
1993,41,669
1994,41,692
1998,41,695
1999,41,658
2000,41,684
2010,41,700
2047,41,562
2067,41,665
2071,41,676
2077,41,68
2079,41,702
2089,41,523
2103,41,111
2107,41,693
2111,41,675
2112,41,46
2115,41,271
2116,41,674
2117,703,709
2186,714,716
2218,718,722
2225,718,736
2226,718,735
2227,718,734
2228,718,730
2229,718,711
2230,718,729
2231,718,717
2232,718,728
2233,718,727
2234,718,725
2236,718,726
2259,718,733
2297,718,731
2343,718,38
2361,718,534
2402,718,564
2417,718,608
2422,718,556
2480,718,716
2576,718,732
2604,737,716
2607,739,750
2610,739,752
2612,739,754
2613,739,753
2614,739,761
2661,739,776
2662,739,772
2667,739,755
2668,739,774
2670,739,773
2671,739,767
2672,739,779
2677,739,775
2681,739,778
2684,739,777
2685,739,786
2686,739,785
2688,739,787
2690,739,794
2725,739,819
2727,739,831
2734,739,823
2740,739,839
2753,739,842
2756,739,844
2757,739,845
2762,739,888
2768,739,908
2769,739,910
2770,739,904
2771,739,925
2772,739,918
2774,739,927
2775,739,915
2777,739,932
2780,739,938
2781,739,940
2782,739,944
2785,739,943
2786,739,822
2788,739,941
2790,739,942
2793,739,948
2803,739,556
2816,739,986
2823,739,1000
2824,739,999
2825,739,996
2826,739,995
2827,739,994
2828,739,993
2829,739,992
2830,739,991
2831,739,990
2832,739,989
2833,739,985
2834,739,988
2835,739,987
2843,739,998
2973,739,665
2993,739,956
3018,739,769
3022,739,907
3110,739,808
3241,739,982
3297,739,749
3300,739,782
3329,739,828
3336,739,692
1392453,957,61
1392467,957,564
1392560,957,534
1392661,957,556
1392836,957,892
1393130,957,739
3815313,468,343
3815564,468,891
3815569,468,820
3815571,468,289
3815669,468,459
3815696,468,475
3815710,468,471
3815711,468,41
3815987,468,692
3816008,468,978
3816311,468,807
3816359,468,822
3816364,468,943
3816800,468,517
3817346,468,456
3817442,468,409
3817498,468,794
3817727,468,942
3817800,468,11
3817801,468,9
3818217,468,228
3818281,468,903
3818449,468,478
3818591,468,556
3818809,468,729
3818846,468,983
3818873,468,507
3818893,468,749
3819211,468,8
4507774,585,379
4507818,585,404
4507899,585,122
4507999,585,441
4508094,585,794
4508097,585,561
4508100,585,644
4508109,585,547
4508142,585,325
4508153,585,238
4508157,585,669
4508172,585,455
4508209,585,674
4508210,585,41
4508299,585,615
4508370,585,495
4508371,585,51
4508376,585,564
4508393,585,128
4508396,585,559
4508421,585,46
4508447,585,282
4508490,585,243
4508878,585,354
4508926,585,14
4508968,585,357
4508969,585,665
4509000,585,588
4509024,585,534
5512285,782,739
5512363,782,534
5512464,782,760
5512534,782,917
5512584,782,956
5512626,782,819
5512643,782,823
5512799,782,14
6213859,126,568
6213903,126,17
6214009,126,689
6214017,126,700
6214056,126,41
6214099,126,175
6214103,126,697
6214114,126,4
6214130,126,11
6214133,126,13
6214158,126,300
6214238,126,8
6214632,126,732
6214725,126,9
6214828,126,6
6214832,126,5
6214965,126,14
6215085,126,562
7835433,513,107
7835544,513,455
7835619,513,8
7835775,513,41
7835777,513,342
7835778,513,585
7836199,513,5
7836304,513,293
7836350,513,716
7836677,513,243
7836920,513,517
7837014,513,942
7837046,513,354
7837108,513,794
7837364,513,9
7838401,513,648
7838822,513,1000
7839236,513,409
7840701,513,471
7840961,513,619
7841515,513,779
7841596,513,573
7841729,513,960
7841925,513,556
7841993,513,729
7842011,513,608
7842124,513,588
7842372,513,150
8945467,337,612
8945483,337,589
8945495,337,311
8945544,337,552
8945576,337,425
8945610,337,106
8945614,337,578
8945616,337,593
8945621,337,493
8945638,337,287
8945660,337,139
8945672,337,625
8945685,337,283
8945704,337,250
8945705,337,528
8945714,337,228
8945721,337,536
8945730,337,178
8945731,337,418
8945749,337,692
8945752,337,488
8945763,337,642
8945781,337,324
8945784,337,520
8945786,337,599
8945791,337,363
8945793,337,78
8945807,337,41
8945818,337,640
8945823,337,505
8945824,337,515
8945825,337,325
8945836,337,510
8945837,337,304
8945847,337,535
8945857,337,214
8945858,337,482
8945863,337,131
8945864,337,203
8945868,337,359
8945888,337,680
8945932,337,668
8945942,337,258
8946089,337,361
11111356,345,801
11111363,345,851
11111367,345,356
11111405,345,550
11111455,345,41
11111540,345,499
11111648,345,615
11111689,345,778
11111701,345,366
11111753,345,586
11111761,345,342
11111773,345,614
11111785,345,536
11111913,345,446
11111971,345,697
11112031,345,617
11112130,345,409
11112131,345,476
11112136,345,598
11112239,345,282
11112256,345,396
11112405,345,475
11112565,345,521
11112607,345,716
11205242,762,235
11205254,762,739
11205719,762,37
11205844,762,534
11205874,762,8
11205885,762,626
11206406,762,343
11207485,762,754
15136194,638,107
15136203,638,222
15136332,638,643
15136344,638,243
15136517,638,601
15136551,638,641
15136570,638,656
15136572,638,41
15136573,638,72
15136726,638,623
15136949,638,339
15137048,638,272
15137065,638,547
15137067,638,672
15137559,638,38
15137563,638,731
15137711,638,716
15137858,638,556
15137868,638,534
15137880,638,608
15137890,638,564
17432436,759,739
17432585,759,760
17432853,759,672
17433188,759,14
19241165,791,13
19241249,791,739
19241922,791,14
19241949,791,760
19242303,791,787
19242781,791,716
19242831,791,339
21929251,699,63
21929258,699,455
21929261,699,99
21929263,699,408
21929272,699,90
21929274,699,678
21929275,699,548
21929283,699,332
21929289,699,98
21929298,699,122
21929311,699,143
21929326,699,493
21929331,699,320
21929333,699,198
21929334,699,206
21929337,699,528
21929346,699,256
21929363,699,488
21929372,699,322
21929383,699,658
21929385,699,449
21929387,699,560
21929397,699,590
21929401,699,363
21929403,699,677
21929404,699,601
21929405,699,505
21929408,699,616
21929409,699,654
21929416,699,744
21929421,699,656
21929449,699,41
21929463,699,324
21929464,699,325
21929506,699,238
21929507,699,682
21929513,699,201
21929528,699,615
21929544,699,250
21929576,699,482
21929602,699,559
21929662,699,430
21929699,699,68
21929704,699,111
21929720,699,586
21929764,699,394
21929765,699,200
21929791,699,272
21929831,699,551
21929851,699,148
21929878,699,498
21929884,699,558
21929891,699,426
21929902,699,385
21929917,699,578
21929920,699,440
21929928,699,633
21929929,699,223
21929943,699,659
21929963,699,283
21930009,699,602
21930011,699,231
21930015,699,165
21930016,699,632
21930017,699,141
21930021,699,100
21930028,699,425
21930029,699,595
21930030,699,485
21930037,699,630
21930045,699,67
21930046,699,372
21930049,699,521
21930061,699,390
21930071,699,492
21930072,699,676
21930075,699,226
21930076,699,353
21930099,699,631
21930129,699,589
21930169,699,606
21930187,699,452
21930249,699,423
21930259,699,523
21930263,699,369
21930278,699,246
21930286,699,357
21930315,699,672
21930323,699,564
21930336,699,173
21930405,699,673
21930406,699,46
21930407,699,610
21930414,699,608
21930417,699,534
21930454,699,553
21930489,699,453
21930507,699,243
21930515,699,362
21930536,699,495
21930541,699,386
21930557,699,565
21930560,699,205
21930586,699,348
21930621,699,689
21930625,699,407
21930633,699,903
21930644,699,637
21930671,699,379
21930720,699,644
21930745,699,694
21930777,699,547
21930797,699,665
21930836,699,556
22131751,757,739
22132124,757,762
23844612,361,608
23844619,361,564
23844674,361,534
23844686,361,556
23844743,361,560
23844826,361,299
23844952,361,339
23844991,361,732
23845104,361,37
23845120,361,644
23845131,361,322
23845134,361,41
23845138,361,507
23845179,361,647
23845186,361,553
23845205,361,659
23845218,361,559
23845233,361,535
23845235,361,545
25776117,409,53
25776408,409,252
25778909,409,616
25779314,409,405
25779446,409,883
25779758,409,760
25781331,409,332
25781657,409,175
25781746,409,160
25781769,409,158
25781794,409,211
25782241,409,43
25782869,409,758
25783277,409,454
25783808,409,750
25784861,409,451
25786749,409,568
25786852,409,724
25787263,409,163
25787420,409,220
25788008,409,382
25788975,409,719
25789793,409,37
25790137,409,300
25790421,409,406
25790961,409,541
25791302,409,744
25791857,409,373
25792633,409,41
25794647,409,65
25794759,409,293
25794792,409,345
25794799,409,476
25794954,409,843
25795227,409,636
25795740,409,702
25795888,409,651
25796847,409,521
25796913,409,550
25797041,409,688
25797089,409,589
25798822,409,989
25799534,409,321
25800325,409,11
25800654,409,927
25801742,409,692
25803034,409,67
25803880,409,38
25804439,409,447
25805045,409,630
25805916,409,106
25806337,409,741
25809454,409,379
25809682,409,991
25811292,409,110
25811912,409,443
25813199,409,14
25814770,409,808
25816570,409,517
25820011,409,726
25820774,409,662
25820928,409,468
25821924,409,547
25822676,409,626
25823176,409,573
25823571,409,5
25823775,409,979
25823779,409,946
25824325,409,851
25826496,409,753
25826812,409,680
25827305,409,534
25827623,409,732
25828073,409,801
25828128,409,910
25828233,409,152
25831509,409,419
25831625,409,673
25832083,409,243
25832964,409,375
25834492,409,653
25834699,409,281
25835005,409,432
25837331,409,16
25837519,409,478
25843880,409,936
25844242,409,397
25845638,409,187
25845953,409,860
25846258,409,666
25846279,409,849
25846526,409,918
25847069,409,339
25848974,409,987
25848989,409,9
25849485,409,8
25849513,409,548
25850294,409,648
25850618,409,466
25852985,409,57
25854201,409,557
25854655,409,137
25854953,409,848
25855661,409,13
25857603,409,607
25860040,409,701
25860747,409,608
25861132,409,513
25861486,409,976
25862578,409,824
25863584,409,343
25863600,409,1000
25863642,409,812
25863683,409,942
25865517,409,697
25865693,409,446
25866063,409,556
25866670,409,17
25867247,409,825
25867316,409,681
25868345,409,794
25869654,409,729
32090179,534,43
32091635,534,73
32093627,534,66
32093635,534,311
32093641,534,179
32093927,534,85
32094245,534,101
32094534,534,403
32094598,534,719
32095098,534,86
32096294,534,477
32097606,534,209
32097999,534,92
32098003,534,69
32098071,534,343
32098557,534,107
32099012,534,725
32100971,534,561
32105856,534,284
32105894,534,313
32108260,534,480
32108809,534,41
32108890,534,640
32108938,534,93
32109108,534,698
32109239,534,322
32109421,534,638
32109510,534,218
32110092,534,178
32110353,534,664
32110607,534,753
32111023,534,826
32111611,534,623
32111695,534,354
32111755,534,645
32111875,534,349
32112316,534,427
32113279,534,643
32113811,534,466
32113908,534,688
32115340,534,775
32115923,534,325
32116146,534,161
32116299,534,860
32117103,534,128
32117415,534,683
32117461,534,376
32117577,534,693
32117692,534,339
32118049,534,675
32118106,534,486
32118140,534,90
32118242,534,145
32118356,534,550
32120728,534,782
32121369,534,879
32122133,534,615
32122333,534,439
32123209,534,424
32123610,534,428
32123752,534,576
32124165,534,285
32126414,534,732
32127829,534,286
32127876,534,822
32128124,534,289
32128566,534,165
32128771,534,741
32128773,534,762
32128954,534,945
32129471,534,919
32129950,534,624
32130073,534,950
32130291,534,342
32130438,534,961
32130578,534,607
32130663,534,559
32131270,534,77
32131502,534,523
32131518,534,583
32131645,534,280
32131710,534,669
32132133,534,631
32132159,534,637
32132300,534,915
32132316,534,429
32132424,534,635
32132682,534,707
32132870,534,187
32133371,534,268
32134756,534,699
32135085,534,689
32135099,534,384
32136171,534,418
32136751,534,392
32137089,534,596
32137452,534,834
32137635,534,72
32137824,534,680
32138392,534,569
32139250,534,292
32139407,534,46
32139788,534,913
32139980,534,362
32140097,534,379
32140434,534,249
32141628,534,541
32142455,534,629
32142730,534,998
32142805,534,423
32143064,534,432
32144262,534,326
32144387,534,381
32145248,534,407
32145560,534,810
32146282,534,633
32146580,534,572
32146689,534,186
32146886,534,702
32147407,534,321
32149661,534,971
32150154,534,936
32151169,534,555
32151192,534,323
32151623,534,173
32151661,534,309
32152193,534,56
32153070,534,344
32153356,534,340
32153889,534,547
32154324,534,700
32154497,534,320
32154654,534,171
32154761,534,151
32155269,534,581
32155320,534,204
32155995,534,410
32156416,534,548
32156939,534,976
32157358,534,282
32157508,534,288
32157983,534,694
32159257,534,672
32159800,534,670
32159847,534,455
32160849,534,164
32163914,534,797
32165573,534,610
32165663,534,306
32166289,534,978
32166366,534,168
32166751,534,678
32169793,534,50
32171135,534,157
32172416,534,205
32174021,534,517
32174199,534,443
32175427,534,409
32177311,534,243
32179645,534,441
32181034,534,658
32181682,534,255
32183042,534,433
32183913,534,729
32183928,534,697
32183944,534,720
32184115,534,314
32185532,534,648
32185768,534,585
32185853,534,573
32185897,534,57
32187181,534,471
32187246,534,522
32187503,534,9
32187894,534,533
32188193,534,932
32189053,534,450
32189605,534,303
32190154,534,442
32190636,534,38
32190824,534,120
32190905,534,557
32191288,534,586
32192983,534,848
32193696,534,609
32194410,534,619
32195654,534,626
32196055,534,582
32196195,534,665
32198433,534,575
32200166,534,147
32200875,534,388
32201592,534,634
32201694,534,554
32202180,534,68
32203226,534,903
32203709,534,925
32204461,534,416
32204795,534,422
32205216,534,564
32205232,534,272
32205514,534,608
32205593,534,45
32205612,534,556
34731370,698,940
34731431,698,841
34731489,698,17
34731984,698,810
34732093,698,697
34732295,698,41
34732440,698,339
34732471,698,732
34732540,698,731
34732558,698,38
34732642,698,37
34732997,698,556
34733014,698,534
34733025,698,608
34733047,698,716
48155329,2,1
48155330,4,3
48155540,4,126
48156324,5,3
48157040,5,126
48158023,5,409
48158275,6,3
48158621,6,126
48159154,7,3
48159192,8,3
48159227,8,468
48159244,8,126
48159258,8,513
48159282,8,762
48159607,9,3
48159732,9,468
48159793,9,126
48159845,9,513
48160262,9,534
48160511,10,3
48160552,11,3
48160654,11,468
48160698,11,126
48160999,11,409
48161203,12,3
48161254,13,3
48161480,13,126
48161915,13,791
48162633,14,3
48163204,14,585
48163353,14,782
48163427,14,126
48164412,14,759
48164486,14,791
48164706,14,409
48164937,15,3
48164997,16,3
48165626,16,409
48165970,17,3
48166260,17,126
48166330,17,513
48166768,17,757
48167084,17,698
48167390,18,3
48167428,19,3
48167429,21,20
48167430,22,20
48167431,23,20
48167432,24,20
48167433,25,20
48167434,26,20
48167435,27,20
48167436,28,20
48167437,29,20
48167438,30,20
48167439,31,20
48167442,32,20
48167443,33,20
48167445,34,20
48167446,35,20
48167487,36,20
48167581,36,534
48167609,37,20
48170511,37,762
48173561,37,361
48173607,37,409
48175031,38,20
48175032,38,718
48177419,38,638
48178987,38,361
48179044,38,409
48179140,38,534
48179634,38,698
48180348,39,20
48180361,40,20
48180362,42,41
48180370,42,585
48180389,42,409
48180396,43,41
48180415,43,534
48180423,44,41
48180433,45,41
48180450,45,534
48180453,46,41
48180455,46,585
48180465,46,699
48180467,46,534
48180475,47,41
48180486,48,41
48180495,48,534
48180498,49,41
48180515,50,41
48180518,50,585
48180529,50,699
48180532,50,534
48180533,51,41
48180535,51,585
48180546,52,41
48180548,53,41
48180569,54,41
48180575,55,41
48180578,56,41
48180595,57,41
48180972,57,534
48181291,58,41
48181292,59,41
48181380,60,41
48181397,60,513
48181425,61,41
48181431,61,957
48181485,61,638
48181555,62,41
48181573,62,409
48181574,63,41
48181576,63,699
48181578,64,41
48181585,65,41
48181602,65,409
48181637,66,41
48181650,66,534
48181654,67,41
48181657,67,699
48181658,67,409
48181661,68,41
48181733,68,699
48181760,68,534
48181794,69,41
48181801,69,534
48181804,70,41
48181817,71,41
48181823,72,41
48181838,72,638
48181843,73,41
48181858,73,534
48181863,74,41
48181901,75,41
48181916,76,41
48181920,77,41
48181941,77,534
48181943,78,41
48181944,79,41
48181947,80,41
48181966,81,41
48181968,82,41
48181985,83,41
48181992,84,41
48182016,85,41
48182023,85,534
48182024,86,41
48182025,86,534
48182026,87,41
48182035,87,468
48182065,87,534
48182079,88,41
48182081,89,41
48182097,89,361
48182104,90,41
48182126,90,699
48182130,90,534
48182137,91,41
48182183,92,41
48182220,92,534
48182223,93,41
48182227,94,41
48182233,95,41
48182250,95,513
48182295,96,41
48182300,97,41
48182355,98,41
48182357,98,699
48182358,99,41
48182360,99,699
48182361,100,41
48182368,100,699
48182371,101,41
48182392,101,534
48182400,102,41
48182402,103,41
48182407,104,41
48182410,105,41
48182496,106,41
48182498,106,337
48182511,106,409
48182514,107,41
48182517,107,513
48182519,107,638
48182523,107,534
48182526,108,41
48182527,109,41
48182532,110,41
48182581,110,409
48182655,111,41
48182659,111,699
48182660,112,41
48182677,112,638
48182700,113,41
48182718,114,41
48182724,115,41
48182733,115,337
48182739,116,41
48182743,117,41
48182751,118,41
48182758,119,41
48182764,120,41
48182795,120,534
48182813,121,41
48182823,122,41
48182827,122,585
48182836,122,699
48182838,122,361
48182840,123,41
48182846,124,41
48182850,125,41
48182854,127,41
48182855,128,41
48182856,128,585
48182863,129,41
48182872,130,41
48182880,131,41
48182884,132,41
48182886,133,41
48182887,134,41
48182888,135,41
48182962,136,41
48182963,137,41
48183090,138,41
48183097,138,361
48183098,139,41
48183100,139,337
48183101,140,41
48183103,141,41
48183107,141,699
48183109,142,41
48183112,143,41
48183115,143,699
48183117,144,41
48183119,144,699
48183121,145,41
48183131,146,41
48183138,147,41
48183155,147,534
48183173,148,41
48183186,149,41
48183190,150,41
48183217,150,513
48183290,151,41
48183309,151,534
48183324,152,41
48183331,152,361
48183355,152,409
48183450,153,41
48183461,154,41
48183466,154,361
48183471,155,41
48183472,156,41
48183513,156,638
48183532,157,41
48183534,157,534
48183535,158,41
48183549,159,41
48183568,160,41
48183571,160,699
48183572,160,409
48183573,161,41
48183584,161,345
48183599,161,534
48183614,162,41
48183627,163,41
48183651,163,409
48183666,164,41
48183673,165,41
48183685,166,41
48183686,167,41
48183687,168,41
48183713,168,534
48183716,169,41
48183722,170,41
48183729,170,699
48183737,171,41
48183752,171,534
48183759,172,41
48183764,173,41
48183781,173,534
48183784,174,41
48183785,175,41
48183793,175,126
48183832,176,41
48183842,177,41
48183844,178,41
48183859,178,534
48183866,179,41
48183868,180,41
48183871,181,41
48183873,182,41
48183878,183,41
48183887,184,41
48183894,185,41
48183896,186,41
48183904,186,534
48183907,187,41
48183951,187,409
48183973,188,41
48183974,189,41
48183979,190,41
48183980,191,41
48183982,192,41
48183991,192,534
48183996,193,41
48183998,194,41
48184000,195,41
48184003,196,41
48184009,197,41
48184050,198,41
48184053,198,699
48184055,199,41
48184058,200,41
48184060,200,699
48184061,201,41
48184063,201,699
48184064,202,41
48184069,203,41
48184077,203,337
48184084,204,41
48184086,205,41
48184091,205,534
48184094,206,41
48184163,206,699
48184183,207,41
48184195,208,41
48184196,209,41
48184207,209,534
48184213,210,41
48184218,211,41
48184247,211,345
48184258,211,409
48184266,212,41
48184269,213,41
48184270,214,41
48184277,214,337
48184283,214,534
48184287,215,41
48184288,216,41
48184291,217,41
48184312,217,345
48184321,218,41
48184340,218,534
48184342,219,41
48184373,220,41
48184384,220,409
48184390,221,41
48184415,221,534
48184427,222,41
48184455,222,638
48184467,222,534
48184486,223,41
48184498,223,699
48184505,224,41
48184512,225,41
48184516,226,41
48184520,227,41
48184524,228,41
48184527,228,585
48184535,229,41
48184547,230,41
48184588,230,534
48184597,231,41
48184599,231,699
48184600,232,41
48184612,233,41
48184616,234,41
48184619,234,534
48184620,235,41
48184693,235,345
48184767,236,41
48184769,237,41
48184772,238,41
48184777,238,585
48184793,238,699
48184796,238,534
48184797,239,41
48184798,240,41
48184817,240,534
48184824,241,41
48184826,242,41
48184869,243,41
48184989,243,513
48185113,243,638
48185222,243,699
48185281,243,409
48185371,243,534
48185629,244,41
48185638,245,41
48185642,245,534
48185646,246,41
48185654,246,699
48185657,247,41
48185665,248,41
48185669,249,41
48185683,249,534
48185691,250,41
48185694,251,41
48185700,252,41
48185703,253,41
48185704,254,41
48185747,255,41
48185764,255,534
48185767,256,41
48185771,256,534
48185774,257,41
48185775,258,41
48185783,258,534
48185786,259,41
48185790,260,41
48185811,260,534
48185813,261,41
48185815,262,41
48185816,263,41
48185847,264,41
48185859,265,41
48185866,266,41
48185868,267,41
48185871,268,41
48185879,268,534
48185885,269,41
48185901,270,41
48185908,271,41
48185909,272,41
48185968,272,638
48185993,272,699
48186027,272,534
48186071,273,41
48186117,274,41
48186118,274,585
48186121,275,41
48186129,276,41
48186135,276,534
48186136,277,41
48186182,278,41
48186210,279,41
48186220,280,41
48186226,281,41
48186235,281,409
48186283,282,41
48186374,282,585
48186488,282,345
48186585,282,534
48186603,283,41
48186617,283,699
48186623,284,41
48186626,284,534
48186627,285,41
48186656,286,41
48186664,286,534
48186669,287,41
48186672,287,337
48186678,288,41
48186697,288,534
48186702,289,41
48186712,290,41
48186759,291,41
48186761,292,41
48186767,292,534
48186768,293,41
48186804,293,513
48186844,293,409
48186852,294,41
48186854,295,41
48186885,296,41
48186886,297,41
48186894,298,41
48186896,299,41
48186900,300,41
48186990,301,41
48186991,302,41
48186998,303,41
48187075,303,534
48187088,304,41
48187093,305,41
48187097,306,41
48187135,306,534
48187142,307,41
48187186,308,41
48187201,309,41
48187206,310,41
48187224,311,41
48187225,312,41
48187227,313,41
48187229,313,534
48187231,314,41
48187246,314,534
48187248,315,41
48187282,316,41
48187283,317,41
48187317,318,41
48187328,319,41
48187367,320,41
48187383,321,41
48187409,321,409
48187423,321,534
48187453,322,41
48187467,322,699
48187472,322,534
48187476,323,41
48187480,324,41
48187486,324,699
48187488,325,41
48187492,325,585
48187494,325,337
48187496,325,699
48187498,325,534
48187500,326,41
48187512,326,534
48187513,327,41
48187519,328,41
48187522,329,41
48187527,329,534
48187530,330,41
48187531,331,41
48187532,331,585
48187535,331,361
48187536,332,41
48187542,332,585
48187551,332,699
48187552,332,361
48187554,332,534
48187556,333,41
48187823,334,41
48187865,335,41
48187872,336,41
48187876,338,41
48187948,339,41
48189456,339,638
48190066,339,791
48190802,339,361
48190880,339,534
48191622,339,698
48192470,340,41
48192479,340,534
48192483,341,41
48192667,342,41
48192695,342,513
48192705,342,345
48192741,342,534
48192785,343,41
48192801,343,468
48193053,343,534
48193324,344,41
48193332,344,534
48193339,346,41
48193364,347,41
48193442,348,41
48193449,349,41
48193464,349,534
48193472,350,41
